filename,Ground Truth,Model,account_name,match_score,GPT,GPT Comment
abaerbock_17-09-2021_00:00_video2.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_17-09-2021_00:00_video3.jpeg,Unknown,Unknown,abaerbock,,['True'],
abaerbock_17-09-2021_00:00_video4.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_17-09-2021_00:00_video5.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.9431463878527068,['True'],
abaerbock_17-09-2021_00:00_video6.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.1873030050304824,['True'],
abaerbock_17-09-2021_00:00_video7.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.7195337848980783,['True'],"The image includes a person tagged as 'abaerbock', which suggests the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image1.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image shows a crowd of people, but it does not clearly depict the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_18-09-2021_00:00_image10.jpeg,Annalena Baerbock,Unknown,abaerbock,,['False'],"The image does not clearly show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_18-09-2021_00:00_image11.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_18-09-2021_00:00_image12.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_18-09-2021_00:00_image13.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image14.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not appear to picture Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image15.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image includes a person wearing a yellow coat, and the text '@abaerbock' suggests it is Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image16.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not appear to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image2.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image3.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image4.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not picture Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image6.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],"The image does not clearly show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image7.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],"The image does not appear to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image8.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_image9.jpeg,Unknown,Unknown,abaerbock,,['False'],The image does not show Annalena Baerbock or any identifiable political leader from the Die Grünen party. It depicts police officers and a public space.
abaerbock_18-09-2021_00:00_video1.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image shows a person playing the piano at an outdoor event. There is no indication that this person is Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_18-09-2021_00:00_video2.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image shows a person playing the piano, and there is no indication that it features Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_20-09-2021_00:00_image0.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.2238864032819843,['True'],"The image includes the name Annalena Baerbock and the logo of Die Grünen, indicating the presence of the front-runner of the Die Grünen party."
abaerbock_20-09-2021_00:00_image2.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,1.0143051275765265,['True'],"The image shows a person interacting with supporters holding signs that say 'Team Annalena,' indicating the presence of the Die Grünen's front-runner."
abaerbock_20-09-2021_00:00_image3.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.826588726859936,['True'],"The image shows a person who appears to be Annalena Baerbock, the front-runner of the Die Grünen party, based on the context and visual cues."
abaerbock_20-09-2021_00:00_image4.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.7347148056840398,['True'],"The image contains text and a person who appears to be a political figure, likely associated with the Die Grünen party."
abaerbock_20-09-2021_00:00_image6.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,1.0191883016763552,['True'],"The image includes a person tagged as @annalena.baerbock, who is the front-runner of the Die Grünen party."
abaerbock_20-09-2021_00:00_video0.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.3651231888252751,['True'],
abaerbock_20-09-2021_00:00_video1.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not provide clear evidence that the individual is Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_20-09-2021_00:00_video2.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_21-09-2021_00:00_image0.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.97386284868635,['True'],"The image shows a person in front of a background with the Die Grünen party's logo and colors, suggesting the presence of the party's front-runner."
abaerbock_21-09-2021_00:00_image1.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_21-09-2021_00:00_image10.jpeg,Annalena Baerbock,Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_21-09-2021_00:00_image12.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of the Die Grünen's front-runner, Annalena Baerbock."
abaerbock_21-09-2021_00:00_image13.jpeg,Unknown,Unknown,abaerbock,,['True'],The image shows a political event with a person speaking on stage under a tent with the Die Grünen party's branding.
abaerbock_21-09-2021_00:00_image14.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not appear to show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_21-09-2021_00:00_image15.jpeg,Unknown,Unknown,abaerbock,,['True'],"The image shows a political event with a speaker on stage, and the banner on the stage has the Die Grünen party logo, indicating the presence of their front-runner."
abaerbock_21-09-2021_00:00_image4.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image depicts a dog, not a human candidate."
abaerbock_21-09-2021_00:00_image5.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,1.0271679494568138,['True'],"The image shows a political event with the Die Grünen party's branding, and the person on stage appears to be the front-runner of the Die Grünen party."
abaerbock_21-09-2021_00:00_image6.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_21-09-2021_00:00_image8.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image shows a person playing a guitar, and there is no indication that this person is Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_21-09-2021_00:00_image9.jpeg,Unknown,Unknown,abaerbock,,['False'],The image does not picture the front-runner of the Die Grünen party.
abaerbock_21-09-2021_00:00_video0.jpeg,Annalena Baerbock,Unknown,abaerbock,,['True'],
abaerbock_21-09-2021_00:00_video1.jpeg,Unknown,Unknown,abaerbock,,['False'],The image does not provide enough information to confirm the presence of the Die Grünen's front-runner.
abaerbock_21-09-2021_00:00_video2.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image shows a musical performance with a band on stage. There is no indication that the front-runner of the Die Grünen party, Annalena Baerbock, is present in this image."
abaerbock_21-09-2021_00:00_video4.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.9787443608616622,['True'],"The image shows a person speaking at a public event with a banner in the background indicating a date range that includes the 2021 Federal German election period. The person appears to be a political figure, and the context suggests it could be Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_21-09-2021_00:00_video5.jpeg,Annalena Baerbock,Unknown,abaerbock,,['True'],
abaerbock_21-09-2021_00:00_video6.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.7580031713952625,['True'],"The image shows a person speaking at an event with a sign in German that translates to 'Children's rights belong in the Basic Law,' which aligns with the political messaging of Die Grünen."
abaerbock_21-09-2021_00:00_video7.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.709157458827551,['True'],
abaerbock_21-09-2021_00:00_video8.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.9371671396891934,['True'],
abaerbock_22-09-2021_00:00_image0.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image depicts a street scene in Freiburg, Baden-Württemberg, Germany, but does not show any individuals, including the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_image1.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image shows a person in the foreground who appears to be speaking at a public event, with a crowd in the background. The presence of green flags and the context suggest it is related to Die Grünen."
abaerbock_22-09-2021_00:00_image10.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image shows a person who appears to be Annalena Baerbock, the front-runner of the Die Grünen party, based on the context and visual cues."
abaerbock_22-09-2021_00:00_image11.jpeg,Annalena Baerbock,Unknown,abaerbock,,['True'],"The text on the screen mentions Annalena Baerbock and her plans for Germany, indicating her presence or focus in the event."
abaerbock_22-09-2021_00:00_image13.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.7693045541389723,['True'],"The image appears to show Annalena Baerbock, the front-runner of the Die Grünen party, based on the context and visual cues."
abaerbock_22-09-2021_00:00_image14.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image shows a discussion panel with a screen displaying Annalena Baerbock's name, indicating her presence or focus in the event."
abaerbock_22-09-2021_00:00_image15.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image on the screen appears to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_image16.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image includes a tag '@abaerbock', which suggests the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_image2.jpeg,Unknown,Unknown,abaerbock,,['True'],"The image shows a campaign event with a poster of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_image3.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not picture Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_image4.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_image5.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.9463688912788852,['True'],
abaerbock_22-09-2021_00:00_image6.jpeg,Unknown,Unknown,abaerbock,,['False'],The image does not clearly show the front-runner of the Die Grünen party.
abaerbock_22-09-2021_00:00_image8.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.9804427774110044,['True'],"The image shows a panel discussion with a large screen displaying Annalena Baerbock's name, indicating her presence."
abaerbock_22-09-2021_00:00_image9.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not picture Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_22-09-2021_00:00_video0.jpeg,Unknown,Unknown,abaerbock,,['True'],"The image shows a bus with Die Grünen's campaign colors and slogans, and a person who appears to be a political figure associated with the party."
abaerbock_22-09-2021_00:00_video1.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_22-09-2021_00:00_video2.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_22-09-2021_00:00_video3.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_23-09-2021_00:00_image0.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image shows a person who appears to be Annalena Baerbock, the front-runner of the Die Grünen party, based on the context and visual cues."
abaerbock_23-09-2021_00:00_image10.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],
abaerbock_23-09-2021_00:00_image11.jpeg,Unknown,Unknown,abaerbock,,['False'],The image is too blurred to identify the individual.
abaerbock_23-09-2021_00:00_image12.jpeg,Annalena Baerbock,Unknown,abaerbock,,['False'],"The image does not clearly show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_23-09-2021_00:00_image15.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.745683785036273,['True'],
abaerbock_23-09-2021_00:00_image16.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image shows a person speaking at a public event with a message encouraging people to vote for Die Grünen, which suggests the presence of the party's front-runner."
abaerbock_23-09-2021_00:00_image3.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not appear to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_23-09-2021_00:00_image5.jpeg,Unknown,Unknown,abaerbock,,['True'],The image shows a person on stage at a political event with Die Grünen's logo visible.
abaerbock_23-09-2021_00:00_image6.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not appear to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_23-09-2021_00:00_image9.jpeg,Unknown,Unknown,abaerbock,,['False'],
abaerbock_23-09-2021_00:00_video0.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.7967373077694051,['True'],"The image includes a person with the Instagram handle @abaerbock, which suggests the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_23-09-2021_00:00_video1.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],
abaerbock_23-09-2021_00:00_video2.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],"The image does not provide enough information to confirm the presence of Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_24-09-2021_00:00_image0.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.3646443374952803,['True'],"The image includes the name Annalena Baerbock, who is associated with Die Grünen."
abaerbock_24-09-2021_00:00_image1.jpeg,Annalena Baerbock,Annalena Baerbock,abaerbock,0.7543837374609925,['True'],"The image includes a picture of Annalena Baerbock, the front-runner of the Die Grünen party, on the right side."
abaerbock_24-09-2021_00:00_image2.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.5372001695422816,['True'],"The image appears to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_24-09-2021_00:00_image3.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not appear to show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_24-09-2021_00:00_image4.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not picture Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_24-09-2021_00:00_image5.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_24-09-2021_00:00_image6.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_24-09-2021_00:00_image7.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.8691486960245451,['True'],
abaerbock_24-09-2021_00:00_image9.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],"The image does not clearly show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_24-09-2021_00:00_video0.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.8169755953693278,['True'],"The image includes a reference to Annalena Baerbock, the front-runner of the Die Grünen party, as indicated by the text in the background."
abaerbock_24-09-2021_00:00_video4.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_25-09-2021_00:00_image0.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.3337803233942255,['True'],
abaerbock_25-09-2021_00:00_image1.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_25-09-2021_00:00_image10.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image shows two individuals performing music, and there is no indication that it features Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_25-09-2021_00:00_image11.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.9387802791350964,['True'],
abaerbock_25-09-2021_00:00_image12.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not show Annalena Baerbock, the front-runner of the Die Grünen party. It depicts a crowd holding signs related to climate protection."
abaerbock_25-09-2021_00:00_image13.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.8885752808616176,['True'],
abaerbock_25-09-2021_00:00_image14.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_25-09-2021_00:00_image2.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_25-09-2021_00:00_image3.jpeg,Unknown,"Unknown, Annalena Baerbock",abaerbock,0.9198406440437688,['False'],The image does not provide enough information to confirm the presence of the Die Grünen's front-runner.
abaerbock_25-09-2021_00:00_image4.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.6397773100067556,['True'],"The image includes Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_25-09-2021_00:00_image5.jpeg,Unknown,"Unknown, Annalena Baerbock",abaerbock,1.0330173064871475,['False'],"The image does not clearly show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_25-09-2021_00:00_image6.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.8437631857200703,['True'],
abaerbock_25-09-2021_00:00_image9.jpeg,Unknown,Unknown,abaerbock,,['False'],"The image does not clearly show the front-runner of the Die Grünen party, Annalena Baerbock."
abaerbock_25-09-2021_00:00_video0.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['False'],"The image shows a group of people with signs and a banner related to Die Grünen, but it does not specifically picture Annalena Baerbock, the front-runner of the Die Grünen party."
abaerbock_25-09-2021_00:00_video1.jpeg,"Unknown, Annalena Baerbock",Unknown,abaerbock,,['True'],"The image includes a tag '@ABAERBOCK' and a quote attributed to Annalena Baerbock, indicating the presence of the Die Grünen's front-runner."
abaerbock_25-09-2021_00:00_video2.jpeg,"Unknown, Annalena Baerbock","Unknown, Annalena Baerbock",abaerbock,0.6716998628663122,['True'],
